t,ax,ay,az,gx,gy,gz,gps_x,gps_y,gps_z,baro,mag_x,mag_y,mag_z,lidar,uwb0,uwb1,uwb2,uwb3,flow_x,flow_y,gpsv_x,gpsv_y,gpsv_z,dvl_x,dvl_y,dvl_z,att_w,att_x,att_y,att_z,tp_x,tp_y,tp_z,tv_x,tv_y,tv_z,tq_w,tq_x,tq_y,tq_z
12.82000,0.06632,3.60900,10.37035,0.00712,-0.09364,0.22161,,,,,,,,,,,,,,,,,,,,,,,,,-35.90266,17.63517,12.00268,-3.69350,-7.51943,0.07649,0.52700,0.04288,-0.07744,-0.84524
12.82500,0.13558,3.62938,10.46794,-0.00565,-0.08877,0.23419,,,,,-0.21340,0.23682,-0.99399,,,,,,,,,,,,,,,,,,-35.92110,17.59757,12.00307,-3.68563,-7.52330,0.08195,0.52747,0.04265,-0.07759,-0.84495
12.83000,0.01357,3.63665,10.44298,-0.00011,-0.09267,0.22784,,,,,,,,,,,,,,,,,,,,,,,,,-35.93951,17.55994,12.00350,-3.67775,-7.52715,0.08741,0.52793,0.04241,-0.07774,-0.84466
12.83500,0.05112,3.59929,10.37716,-0.00005,-0.08990,0.23040,,,,,,,,,,,,,8.43772,-0.24336,,,,,,,,,,,-35.95788,17.52230,12.00395,-3.66986,-7.53100,0.09288,0.52840,0.04218,-0.07789,-0.84436
12.84000,0.12082,3.63613,10.50730,0.00546,-0.09369,0.22119,,,,,,,,12.35601,,,,,,,,,,,,,,,,,-35.97621,17.48463,12.00443,-3.66197,-7.53484,0.09834,0.52886,0.04194,-0.07804,-0.84407
12.84500,0.13286,3.63881,10.44595,0.00106,-0.09031,0.23306,,,,,,,,,,,,,,,,,,,,,,,,,-35.99450,17.44695,12.00493,-3.65408,-7.53867,0.10380,0.52933,0.04171,-0.07819,-0.84378
12.85000,0.15669,3.58486,10.50318,0.00261,-0.09680,0.22836,,,,11.75850,-0.18640,0.24967,-0.97801,,,,,,,,,,,8.38275,0.04161,-0.00829,0.53574,0.03180,-0.07282,-0.84064,-36.01275,17.40924,12.00546,-3.64618,-7.54249,0.10926,0.52979,0.04148,-0.07834,-0.84348
12.85500,0.19567,3.62055,10.39136,0.00762,-0.09615,0.23013,,,,,,,,,,,,,,,,,,,,,,,,,-36.03096,17.37152,12.00602,-3.63828,-7.54631,0.11472,0.53026,0.04124,-0.07849,-0.84319
12.86000,0.24392,3.62387,10.44803,0.01207,-0.09241,0.22077,,,,,,,,,,,,,,,,,,,,,,,,,-36.04913,17.33378,12.00661,-3.63038,-7.55011,0.12018,0.53072,0.04101,-0.07864,-0.84289
12.86500,0.16631,3.58955,10.52780,0.00336,-0.09074,0.23284,,,,,,,,,,,,,,,,,,,,,,,,,-36.06727,17.29602,12.00723,-3.62247,-7.55391,0.12564,0.53119,0.04078,-0.07879,-0.84260
12.87000,0.12634,3.68129,10.31331,0.00175,-0.09043,0.22580,,,,,,,,,,,,,8.21675,-0.11801,,,,,,,,,,,-36.08536,17.25824,12.00787,-3.61456,-7.55770,0.13110,0.53165,0.04054,-0.07895,-0.84230
12.87500,0.27877,3.54797,10.49450,0.00506,-0.09671,0.23411,,,,,-0.19549,0.18425,-0.96232,,,,,,,,,,,,,,,,,,-36.10341,17.22044,12.00854,-3.60664,-7.56148,0.13655,0.53212,0.04031,-0.07910,-0.84200
12.88000,0.29680,3.57233,10.47032,-0.00103,-0.09820,0.22931,,,,,,,,12.18732,,,,,,,,,,,,,,,,,-36.12142,17.18263,12.00923,-3.59872,-7.56525,0.14201,0.53258,0.04008,-0.07925,-0.84171
12.88500,0.30410,3.64620,10.44121,0.01119,-0.08748,0.23681,,,,,,,,,,,,,,,,,,,,,,,,,-36.13940,17.14479,12.00996,-3.59080,-7.56902,0.14747,0.53304,0.03984,-0.07940,-0.84141
12.89000,0.25800,3.68081,10.47983,0.00205,-0.09547,0.22254,,,,,,,,,,,,,,,,,,,,,,,,,-36.15733,17.10694,12.01071,-3.58287,-7.57277,0.15293,0.53351,0.03961,-0.07955,-0.84111
12.89500,0.35275,3.68588,10.47958,0.00401,-0.09632,0.22826,,,,,,,,,,,,,,,,,,,,,,,,,-36.17523,17.06906,12.01149,-3.57494,-7.57652,0.15838,0.53397,0.03938,-0.07971,-0.84082
12.90000,0.16526,3.51305,10.38703,0.00844,-0.09025,0.23204,,,,12.51764,-0.17809,0.20203,-0.96741,,75.50093,115.33434,98.90773,39.73465,8.16887,0.19393,,,,8.36417,-0.01311,0.04644,0.53642,0.03870,-0.08214,-0.83905,-36.19308,17.03117,12.01229,-3.56700,-7.58026,0.16384,0.53443,0.03915,-0.07986,-0.84052
12.90500,0.27493,3.61511,10.42775,0.01431,-0.09117,0.23357,,,,,,,,,,,,,,,,,,,,,,,,,-36.21090,16.99326,12.01312,-3.55906,-7.58399,0.16930,0.53490,0.03891,-0.08001,-0.84022
12.91000,0.19972,3.67503,10.58687,0.00777,-0.09639,0.23039,,,,,,,,,,,,,,,,,,,,,,,,,-36.22867,16.95533,12.01398,-3.55112,-7.58772,0.17475,0.53536,0.03868,-0.08017,-0.83992
12.91500,0.21136,3.68695,10.36918,0.00855,-0.09486,0.23145,,,,,,,,,,,,,,,,,,,,,,,,,-36.24641,16.91738,12.01487,-3.54317,-7.59143,0.18020,0.53582,0.03845,-0.08032,-0.83962
12.92000,0.29351,3.66877,10.36896,0.01207,-0.09465,0.23413,,,,,,,,12.17950,,,,,,,,,,,,,,,,,-36.26410,16.87942,12.01579,-3.53522,-7.59514,0.18566,0.53628,0.03822,-0.08047,-0.83932
12.92500,0.24351,3.57347,10.54419,0.00499,-0.09886,0.23669,,,,,-0.22447,0.20860,-0.93785,,,,,,,,,,,,,,,,,,-36.28176,16.84143,12.01673,-3.52726,-7.59883,0.19111,0.53674,0.03799,-0.08063,-0.83902
12.93000,0.31849,3.65566,10.50353,0.00260,-0.09194,0.23337,,,,,,,,,,,,,,,,,,,,,,,,,-36.29938,16.80343,12.01770,-3.51930,-7.60252,0.19656,0.53721,0.03776,-0.08078,-0.83872
12.93500,0.31001,3.61853,10.42465,0.00299,-0.08817,0.23043,,,,,,,,,,,,,8.48368,-0.16349,,,,,,,,,,,-36.31695,16.76541,12.01869,-3.51134,-7.60620,0.20202,0.53767,0.03753,-0.08094,-0.83842
12.94000,0.40887,3.54259,10.44384,0.00466,-0.09728,0.22487,,,,,,,,,,,,,,,,,,,,,,,,,-36.33449,16.72737,12.01972,-3.50337,-7.60988,0.20747,0.53813,0.03730,-0.08109,-0.83812
12.94500,0.22048,3.46896,10.41578,0.00715,-0.09476,0.23291,,,,,,,,,,,,,,,,,,,,,,,,,-36.35199,16.68931,12.02077,-3.49540,-7.61354,0.21292,0.53859,0.03707,-0.08125,-0.83782
12.95000,0.28023,3.59688,10.45668,0.00200,-0.08426,0.22923,,,,11.31634,-0.18728,0.20178,-0.96483,,,,,,,,,,,8.39943,0.03543,0.08207,0.54509,0.03884,-0.07843,-0.83379,-36.36944,16.65123,12.02185,-3.48743,-7.61720,0.21837,0.53905,0.03684,-0.08140,-0.83752
12.95500,0.29113,3.62939,10.52759,0.00572,-0.08822,0.22991,,,,,,,,,,,,,,,,,,,,,,,,,-36.38686,16.61314,12.02295,-3.47945,-7.62085,0.22382,0.53951,0.03661,-0.08156,-0.83722
12.96000,0.46651,3.59263,10.42620,0.00990,-0.09407,0.23037,,,,,,,,12.01522,,,,,,,,,,,,,,,,,-36.40424,16.57502,12.02408,-3.47146,-7.62449,0.22926,0.53997,0.03638,-0.08171,-0.83692
12.96500,0.38794,3.58626,10.37145,-0.00119,-0.08962,0.22601,,,,,,,,,,,,,,,,,,,,,,,,,-36.42158,16.53689,12.02524,-3.46348,-7.62812,0.23471,0.54043,0.03615,-0.08187,-0.83662
12.97000,0.38973,3.62839,10.42460,-0.00019,-0.09119,0.22715,,,,,,,,,,,,,8.33806,-0.24007,,,,,,,,,,,-36.43887,16.49874,12.02643,-3.45549,-7.63174,0.24016,0.54089,0.03592,-0.08202,-0.83631
12.97500,0.36470,3.57459,10.47806,0.00238,-0.09480,0.22834,,,,,-0.22851,0.18516,-0.94347,,,,,,,,,,,,,,,,,,-36.45613,16.46057,12.02765,-3.44749,-7.63535,0.24560,0.54135,0.03569,-0.08218,-0.83601
12.98000,0.46971,3.63911,10.52223,0.01163,-0.09950,0.22875,,,,,,,,,,,,,,,,,,,,,,,,,-36.47335,16.42239,12.02889,-3.43950,-7.63896,0.25105,0.54181,0.03546,-0.08234,-0.83571
12.98500,0.33816,3.57654,10.35511,0.00821,-0.08885,0.23154,,,,,,,,,,,,,,,,,,,,,,,,,-36.49053,16.38418,12.03016,-3.43150,-7.64256,0.25649,0.54227,0.03523,-0.08249,-0.83540
12.99000,0.45137,3.56244,10.45888,0.00940,-0.09633,0.22746,,,,,,,,,,,,,,,,,,,,,,,,,-36.50766,16.34596,12.03145,-3.42349,-7.64615,0.26193,0.54272,0.03500,-0.08265,-0.83510
12.99500,0.39740,3.61101,10.33166,0.00568,-0.09021,0.22463,,,,,,,,,,,,,,,,,,,,,,,,,-36.52476,16.30772,12.03278,-3.41548,-7.64973,0.26738,0.54318,0.03477,-0.08281,-0.83480
13.00000,0.38114,3.62687,10.46488,0.00638,-0.09653,0.22893,-37.29713,15.39476,11.59407,11.89909,-0.18626,0.22999,-0.97029,12.32074,74.74605,115.38462,99.49520,40.04110,8.33517,-0.19611,-3.47191,-7.71743,0.30607,8.34916,0.03448,-0.01876,0.54622,0.03354,-0.09207,-0.83189,-36.54182,16.26947,12.03413,-3.40747,-7.65330,0.27282,0.54364,0.03455,-0.08296,-0.83449
13.00500,0.50356,3.55769,10.39739,0.00838,-0.09155,0.23023,,,,,,,,,,,,,,,,,,,,,,,,,-36.55884,16.23119,12.03550,-3.39945,-7.65686,0.27826,0.54410,0.03432,-0.08312,-0.83419
13.01000,0.54133,3.53851,10.54556,0.00412,-0.09517,0.23270,,,,,,,,,,,,,,,,,,,,,,,,,-36.57581,16.19290,12.03691,-3.39143,-7.66042,0.28370,0.54456,0.03409,-0.08328,-0.83388
13.01500,0.49475,3.70237,10.47808,0.00609,-0.08724,0.22993,,,,,,,,,,,,,,,,,,,,,,,,,-36.59275,16.15459,12.03834,-3.38341,-7.66397,0.28914,0.54501,0.03386,-0.08344,-0.83358
13.02000,0.39545,3.61007,10.43565,0.01477,-0.09153,0.22183,,,,,,,,,,,,,,,,,,,,,,,,,-36.60965,16.11626,12.03980,-3.37538,-7.66751,0.29457,0.54547,0.03364,-0.08360,-0.83327
13.02500,0.35514,3.51861,10.49863,0.00557,-0.09352,0.22816,,,,,-0.22615,0.24086,-0.96597,,,,,,,,,,,,,,,,,,-36.62650,16.07791,12.04129,-3.36735,-7.67104,0.30001,0.54593,0.03341,-0.08375,-0.83296
13.03000,0.44382,3.72447,10.48275,0.01079,-0.08777,0.23119,,,,,,,,,,,,,,,,,,,,,,,,,-36.64332,16.03955,12.04280,-3.35931,-7.67456,0.30545,0.54639,0.03318,-0.08391,-0.83266
13.03500,0.43323,3.61527,10.52180,0.01352,-0.09640,0.22762,,,,,,,,,,,,,8.37100,0.10931,,,,,,,,,,,-36.66010,16.00117,12.04434,-3.35128,-7.67807,0.31088,0.54684,0.03296,-0.08407,-0.83235
13.04000,0.44321,3.65042,10.37951,0.00806,-0.09260,0.22760,,,,,,,,12.39909,,,,,,,,,,,,,,,,,-36.67683,15.96277,12.04591,-3.34323,-7.68158,0.31631,0.54730,0.03273,-0.08423,-0.83204
13.04500,0.32666,3.68101,10.38210,0.00887,-0.09304,0.23565,,,,,,,,,,,,,,,,,,,,,,,,,-36.69353,15.92435,12.04750,-3.33519,-7.68507,0.32175,0.54776,0.03251,-0.08439,-0.83174
13.05000,0.47171,3.63202,10.31054,0.00684,-0.09921,0.23528,,,,11.64138,-0.21348,0.18645,-0.95466,,,,,,,,,,,8.36339,-0.02618,-0.02665,0.54934,0.03558,-0.08806,-0.83018,-36.71019,15.88592,12.04913,-3.32714,-7.68856,0.32718,0.54821,0.03228,-0.08455,-0.83143
13.05500,0.49557,3.69515,10.46593,0.01101,-0.09217,0.23279,,,,,,,,,,,,,,,,,,,,,,,,,-36.72680,15.84746,12.05078,-3.31909,-7.69204,0.33261,0.54867,0.03206,-0.08471,-0.83112
13.06000,0.43503,3.69962,10.54785,0.01640,-0.08665,0.22323,,,,,,,,,,,,,,,,,,,,,,,,,-36.74338,15.80900,12.05245,-3.31103,-7.69551,0.33804,0.54912,0.03183,-0.08487,-0.83081
13.06500,0.51797,3.59669,10.43576,0.01500,-0.09079,0.23177,,,,,,,,,,,,,,,,,,,,,,,,,-36.75991,15.77051,12.05416,-3.30297,-7.69898,0.34346,0.54958,0.03161,-0.08503,-0.83050
13.07000,0.57233,3.64348,10.41043,0.00176,-0.09046,0.22461,,,,,,,,,,,,,8.58928,0.44928,,,,,,,,,,,-36.77641,15.73201,12.05589,-3.29490,-7.70243,0.34889,0.55003,0.03138,-0.08519,-0.83019
13.07500,0.48232,3.62186,10.44659,0.00649,-0.09443,0.22998,,,,,-0.25483,0.22655,-0.95826,,,,,,,,,,,,,,,,,,-36.79286,15.69348,12.05765,-3.28684,-7.70588,0.35432,0.55049,0.03116,-0.08535,-0.82988
13.08000,0.49606,3.66781,10.53008,0.01882,-0.09547,0.22060,,,,,,,,12.31358,,,,,,,,,,,,,,,,,-36.80927,15.65495,12.05943,-3.27876,-7.70932,0.35974,0.55094,0.03093,-0.08551,-0.82957
13.08500,0.43360,3.56615,10.49512,0.01706,-0.08902,0.22435,,,,,,,,,,,,,,,,,,,,,,,,,-36.82565,15.61639,12.06124,-3.27069,-7.71275,0.36516,0.55140,0.03071,-0.08567,-0.82926
13.09000,0.53509,3.60214,10.34666,0.02036,-0.09228,0.21694,,,,,,,,,,,,,,,,,,,,,,,,,-36.84198,15.57782,12.06308,-3.26261,-7.71617,0.37058,0.55185,0.03049,-0.08583,-0.82895
13.09500,0.48429,3.56369,10.57994,0.01348,-0.09258,0.23248,,,,,,,,,,,,,,,,,,,,,,,,,-36.85827,15.53923,12.06495,-3.25453,-7.71958,0.37600,0.55230,0.03026,-0.08599,-0.82864
13.10000,0.52479,3.61915,10.47368,0.00956,-0.09421,0.23496,,,,12.13991,-0.18826,0.20011,-0.94384,,73.98220,115.61492,100.53522,40.95160,8.38172,-0.10774,,,,8.43485,0.00610,-0.08849,0.55629,0.01706,-0.08725,-0.82622,-36.87453,15.50062,12.06684,-3.24644,-7.72298,0.38142,0.55276,0.03004,-0.08616,-0.82833
13.10500,0.62684,3.66875,10.41339,0.00368,-0.09462,0.22909,,,,,,,,,,,,,,,,,,,,,,,,,-36.89074,15.46200,12.06876,-3.23835,-7.72638,0.38684,0.55321,0.02982,-0.08632,-0.82802
13.11000,0.48766,3.64171,10.38040,0.01100,-0.09036,0.23131,,,,,,,,,,,,,,,,,,,,,,,,,-36.90691,15.42336,12.07071,-3.23026,-7.72977,0.39226,0.55366,0.02959,-0.08648,-0.82771
13.11500,0.60807,3.45967,10.43591,0.00784,-0.08919,0.22975,,,,,,,,,,,,,,,,,,,,,,,,,-36.92304,15.38470,12.07269,-3.22216,-7.73314,0.39767,0.55412,0.02937,-0.08664,-0.82740
13.12000,0.68533,3.57544,10.35144,0.00646,-0.08709,0.22491,,,,,,,,12.26786,,,,,,,,,,,,,,,,,-36.93913,15.34603,12.07469,-3.21406,-7.73651,0.40309,0.55457,0.02915,-0.08680,-0.82708
13.12500,0.42965,3.60343,10.39732,0.00607,-0.09647,0.22567,,,,,-0.24413,0.20543,-0.94702,,,,,,,,,,,,,,,,,,-36.95518,15.30734,12.07672,-3.20596,-7.73988,0.40850,0.55502,0.02893,-0.08697,-0.82677
13.13000,0.56604,3.55353,10.42279,0.00983,-0.09537,0.23142,,,,,,,,,,,,,,,,,,,,,,,,,-36.97119,15.26863,12.07877,-3.19785,-7.74323,0.41391,0.55547,0.02871,-0.08713,-0.82646
13.13500,0.56478,3.63311,10.40828,0.01481,-0.08567,0.23148,,,,,,,,,,,,,8.44992,-0.00435,,,,,,,,,,,-36.98716,15.22991,12.08086,-3.18974,-7.74657,0.41932,0.55593,0.02848,-0.08729,-0.82615
13.14000,0.57009,3.62059,10.51812,0.01404,-0.09437,0.22357,,,,,,,,,,,,,,,,,,,,,,,,,-37.00309,15.19116,12.08297,-3.18163,-7.74991,0.42473,0.55638,0.02826,-0.08745,-0.82583
13.14500,0.56938,3.57152,10.39910,0.01593,-0.08827,0.23386,,,,,,,,,,,,,,,,,,,,,,,,,-37.01898,15.15241,12.08510,-3.17351,-7.75324,0.43014,0.55683,0.02804,-0.08762,-0.82552
13.15000,0.51771,3.62255,10.49801,0.01089,-0.09556,0.23170,,,,12.12773,-0.20720,0.22122,-0.93641,,,,,,,,,,,8.32643,0.03851,0.06846,0.55892,0.02476,-0.09554,-0.82333,-37.03482,15.11363,12.08727,-3.16539,-7.75656,0.43554,0.55728,0.02782,-0.08778,-0.82520
13.15500,0.58781,3.65324,10.36597,0.00702,-0.09532,0.22506,,,,,,,,,,,,,,,,,,,,,,,,,-37.05063,15.07484,12.08946,-3.15727,-7.75987,0.44094,0.55773,0.02760,-0.08794,-0.82489
13.16000,0.63339,3.63584,10.36773,0.01028,-0.08998,0.23103,,,,,,,,12.14687,,,,,,,,,,,,,,,,,-37.06640,15.03603,12.09168,-3.14914,-7.76317,0.44635,0.55818,0.02738,-0.08811,-0.82457
13.16500,0.56361,3.63549,10.45590,0.01352,-0.09084,0.23042,,,,,,,,,,,,,,,,,,,,,,,,,-37.08212,14.99721,12.09392,-3.14101,-7.76646,0.45175,0.55863,0.02716,-0.08827,-0.82426
13.17000,0.67336,3.61519,10.50500,0.01069,-0.08941,0.22649,,,,,,,,,,,,,8.65146,-0.17610,,,,,,,,,,,-37.09781,14.95837,12.09619,-3.13287,-7.76975,0.45715,0.55908,0.02694,-0.08844,-0.82394
13.17500,0.60000,3.57433,10.36337,0.01216,-0.08454,0.23070,,,,,-0.18852,0.22800,-0.97523,,,,,,,,,,,,,,,,,,-37.11345,14.91951,12.09849,-3.12474,-7.77302,0.46254,0.55953,0.02672,-0.08860,-0.82363
13.18000,0.54852,3.58946,10.46352,0.01813,-0.09088,0.22833,,,,,,,,,,,,,,,,,,,,,,,,,-37.12905,14.88064,12.10082,-3.11659,-7.77629,0.46794,0.55998,0.02651,-0.08877,-0.82331
13.18500,0.63001,3.62423,10.39693,0.01410,-0.09318,0.23233,,,,,,,,,,,,,,,,,,,,,,,,,-37.14462,14.84175,12.10317,-3.10845,-7.77955,0.47333,0.56043,0.02629,-0.08893,-0.82299
13.19000,0.67565,3.79220,10.45584,0.00824,-0.09284,0.22651,,,,,,,,,,,,,,,,,,,,,,,,,-37.16014,14.80284,12.10555,-3.10030,-7.78280,0.47873,0.56088,0.02607,-0.08909,-0.82268
13.19500,0.67329,3.70918,10.38548,0.01755,-0.09284,0.22693,,,,,,,,,,,,,,,,,,,,,,,,,-37.17562,14.76392,12.10796,-3.09215,-7.78604,0.48412,0.56133,0.02585,-0.08926,-0.82236
13.20000,0.72174,3.50947,10.43248,0.01890,-0.08669,0.22728,-35.49141,15.66186,11.40997,11.54920,-0.23308,0.21150,-0.97333,12.13501,73.05938,114.44283,100.74011,42.00052,8.43403,0.10572,-3.08689,-7.70987,0.55372,8.35876,0.05151,0.03535,0.55330,0.02347,-0.08363,-0.82844,-37.19106,14.72498,12.11039,-3.08399,-7.78928,0.48951,0.56178,0.02563,-0.08943,-0.82204
13.20500,0.73740,3.61643,10.59870,0.01335,-0.09528,0.22737,,,,,,,,,,,,,,,,,,,,,,,,,-37.20646,14.68603,12.11286,-3.07583,-7.79250,0.49490,0.56223,0.02542,-0.08959,-0.82172
13.21000,0.77230,3.60624,10.38900,0.00534,-0.09676,0.22995,,,,,,,,,,,,,,,,,,,,,,,,,-37.22182,14.64706,12.11534,-3.06767,-7.79572,0.50028,0.56267,0.02520,-0.08976,-0.82141
13.21500,0.74309,3.59818,10.45384,0.01637,-0.08630,0.22646,,,,,,,,,,,,,,,,,,,,,,,,,-37.23714,14.60807,12.11786,-3.05951,-7.79893,0.50567,0.56312,0.02498,-0.08992,-0.82109
13.22000,0.74549,3.63295,10.49863,0.02286,-0.09512,0.22994,,,,,,,,,,,,,,,,,,,,,,,,,-37.25241,14.56907,12.12040,-3.05134,-7.80213,0.51105,0.56357,0.02476,-0.09009,-0.82077
13.22500,0.65345,3.67107,10.47195,0.01865,-0.08985,0.23061,,,,,-0.24193,0.23178,-0.96372,,,,,,,,,,,,,,,,,,-37.26765,14.53005,12.12297,-3.04317,-7.80532,0.51643,0.56402,0.02455,-0.09025,-0.82045
13.23000,0.73069,3.67475,10.44698,0.02262,-0.09091,0.23716,,,,,,,,,,,,,,,,,,,,,,,,,-37.28284,14.49101,12.12556,-3.03499,-7.80850,0.52181,0.56446,0.02433,-0.09042,-0.82013
13.23500,0.72360,3.69327,10.44750,0.00730,-0.09134,0.22633,,,,,,,,,,,,,8.53664,-0.21168,,,,,,,,,,,-37.29800,14.45196,12.12819,-3.02681,-7.81167,0.52719,0.56491,0.02412,-0.09059,-0.81981
13.24000,0.76412,3.59883,10.28582,0.01453,-0.08843,0.22591,,,,,,,,12.47998,,,,,,,,,,,,,,,,,-37.31311,14.41290,12.13084,-3.01863,-7.81484,0.53256,0.56536,0.02390,-0.09075,-0.81949
13.24500,0.73579,3.65427,10.48432,0.01709,-0.09011,0.22850,,,,,,,,,,,,,,,,,,,,,,,,,-37.32819,14.37382,12.13351,-3.01044,-7.81800,0.53794,0.56581,0.02369,-0.09092,-0.81917
13.25000,0.70006,3.55068,10.53117,0.01238,-0.09363,0.22694,,,,11.67806,-0.23667,0.23584,-0.95354,,,,,,,,,,,8.41806,-0.08972,0.03412,0.56756,0.02482,-0.08514,-0.81854,-37.34322,14.33472,12.13622,-3.00226,-7.82115,0.54331,0.56625,0.02347,-0.09109,-0.81885
13.25500,0.69701,3.77245,10.33837,0.01232,-0.08515,0.23297,,,,,,,,,,,,,,,,,,,,,,,,,-37.35821,14.29560,12.13895,-2.99406,-7.82428,0.54868,0.56670,0.02326,-0.09125,-0.81853
13.26000,0.74754,3.55278,10.45358,0.02395,-0.09155,0.22556,,,,,,,,,,,,,,,,,,,,,,,,,-37.37316,14.25648,12.14170,-2.98587,-7.82742,0.55405,0.56714,0.02304,-0.09142,-0.81821
13.26500,0.86821,3.66376,10.48338,0.01362,-0.09914,0.22781,,,,,,,,,,,,,,,,,,,,,,,,,-37.38807,14.21733,12.14449,-2.97767,-7.83054,0.55941,0.56759,0.02283,-0.09159,-0.81788
13.27000,0.74088,3.55608,10.38542,0.02275,-0.08738,0.22422,,,,,,,,,,,,,8.48584,0.04372,,,,,,,,,,,-37.40293,14.17817,12.14730,-2.96947,-7.83365,0.56478,0.56803,0.02261,-0.09176,-0.81756
13.27500,0.82629,3.66166,10.48700,0.01657,-0.08922,0.22196,,,,,-0.25066,0.22228,-0.93661,,,,,,,,,,,,,,,,,,-37.41776,14.13899,12.15013,-2.96126,-7.83676,0.57014,0.56848,0.02240,-0.09192,-0.81724
13.28000,0.85256,3.53491,10.46443,0.01069,-0.09423,0.22976,,,,,,,,12.36752,,,,,,,,,,,,,,,,,-37.43255,14.09980,12.15300,-2.95306,-7.83985,0.57550,0.56892,0.02219,-0.09209,-0.81692
13.28500,0.74695,3.62977,10.46044,0.01376,-0.09418,0.22907,,,,,,,,,,,,,,,,,,,,,,,,,-37.44729,14.06060,12.15589,-2.94484,-7.84294,0.58086,0.56937,0.02198,-0.09226,-0.81659
13.29000,0.72772,3.54916,10.37654,0.02373,-0.08412,0.22414,,,,,,,,,,,,,,,,,,,,,,,,,-37.46200,14.02137,12.15881,-2.93663,-7.84602,0.58622,0.56981,0.02176,-0.09243,-0.81627
13.29500,0.84839,3.59994,10.46883,0.01538,-0.08953,0.22981,,,,,,,,,,,,,,,,,,,,,,,,,-37.47666,13.98214,12.16175,-2.92841,-7.84909,0.59157,0.57026,0.02155,-0.09260,-0.81595
13.30000,0.74902,3.65325,10.44469,0.01238,-0.08205,0.22299,,,,12.11320,-0.17934,0.20026,-0.93877,,72.60185,114.90085,101.59704,42.25273,8.34147,-0.11309,,,,8.41273,-0.04159,0.04115,0.57134,0.01909,-0.09199,-0.81532,-37.49128,13.94288,12.16472,-2.92019,-7.85216,0.59692,0.57070,0.02134,-0.09276,-0.81562
13.30500,0.86942,3.56733,10.37491,0.01097,-0.09065,0.23525,,,,,,,,,,,,,,,,,,,,,,,,,-37.50586,13.90361,12.16772,-2.91197,-7.85521,0.60228,0.57114,0.02113,-0.09293,-0.81530
13.31000,0.74349,3.68480,10.52987,0.01785,-0.08092,0.22793,,,,,,,,,,,,,,,,,,,,,,,,,-37.52040,13.86433,12.17074,-2.90374,-7.85825,0.60762,0.57159,0.02092,-0.09310,-0.81497
13.31500,0.86126,3.67484,10.33426,0.01744,-0.08542,0.22527,,,,,,,,,,,,,,,,,,,,,,,,,-37.53490,13.82503,12.17380,-2.89551,-7.86129,0.61297,0.57203,0.02070,-0.09327,-0.81465
13.32000,0.75328,3.74586,10.42586,0.00982,-0.09067,0.23185,,,,,,,,12.37545,,,,,,,,,,,,,,,,,-37.54935,13.78572,12.17687,-2.88727,-7.86432,0.61831,0.57247,0.02049,-0.09344,-0.81432
13.32500,0.76898,3.65853,10.44456,0.01290,-0.09182,0.22915,,,,,-0.22101,0.24317,-0.92803,,,,,,,,,,,,,,,,,,-37.56377,13.74639,12.17998,-2.87904,-7.86734,0.62366,0.57292,0.02028,-0.09361,-0.81400
13.33000,0.88109,3.66346,10.30360,0.01278,-0.09362,0.23017,,,,,,,,,,,,,,,,,,,,,,,,,-37.57814,13.70704,12.18311,-2.87080,-7.87035,0.62900,0.57336,0.02007,-0.09378,-0.81367
13.33500,0.92523,3.67689,10.41204,0.02012,-0.08996,0.22313,,,,,,,,,,,,,8.41632,0.03812,,,,,,,,,,,-37.59248,13.66768,12.18627,-2.86255,-7.87335,0.63433,0.57380,0.01986,-0.09395,-0.81335
13.34000,0.83628,3.50316,10.43418,0.01180,-0.09454,0.22488,,,,,,,,,,,,,,,,,,,,,,,,,-37.60677,13.62831,12.18945,-2.85431,-7.87634,0.63967,0.57424,0.01965,-0.09412,-0.81302
13.34500,0.90283,3.63188,10.39956,0.01761,-0.08511,0.23045,,,,,,,,,,,,,,,,,,,,,,,,,-37.62102,13.58892,12.19267,-2.84606,-7.87933,0.64500,0.57468,0.01945,-0.09429,-0.81269
13.35000,0.93364,3.55578,10.42716,0.02224,-0.08682,0.22682,,,,12.23531,-0.21769,0.20782,-0.93046,,,,,,,,,,,8.39744,0.02307,0.08341,0.57514,0.02216,-0.09282,-0.81247,-37.63523,13.54952,12.19590,-2.83780,-7.88230,0.65034,0.57513,0.01924,-0.09446,-0.81237
13.35500,0.86383,3.52634,10.52817,0.01563,-0.08884,0.22805,,,,,,,,,,,,,,,,,,,,,,,,,-37.64940,13.51010,12.19917,-2.82955,-7.88527,0.65567,0.57557,0.01903,-0.09463,-0.81204
13.36000,0.95675,3.55285,10.34633,0.01722,-0.08709,0.22933,,,,,,,,12.28788,,,,,,,,,,,,,,,,,-37.66353,13.47066,12.20246,-2.82129,-7.88823,0.66099,0.57601,0.01882,-0.09480,-0.81171
13.36500,0.91559,3.50161,10.39356,0.01526,-0.09176,0.22551,,,,,,,,,,,,,,,,,,,,,,,,,-37.67761,13.43122,12.20578,-2.81303,-7.89118,0.66632,0.57645,0.01861,-0.09497,-0.81138
13.37000,0.82285,3.47074,10.32826,0.01563,-0.09236,0.22603,,,,,,,,,,,,,8.36761,-0.22778,,,,,,,,,,,-37.69166,13.39175,12.20912,-2.80476,-7.89412,0.67164,0.57689,0.01840,-0.09514,-0.81106
